director_name,actor_3_name,actor_2_name,actor_1_name,genres,movie_title,combination
Shinsuke Sato,unknown,Hana Sugisaki,Shinsuke Sato (director); Sota Fukushi,Action Fantasy Adventure,bleach,Shinsuke Sato (director); Sota Fukushi Hana Sugisaki unknown Shinsuke Sato Action Fantasy Adventure
Édouard Deluc,Malik Zidi,Tuheï Adams,Vincent Cassel,Drama Romance,gauguin – voyage de tahiti,Vincent Cassel Tuheï Adams Malik Zidi Édouard Deluc Drama Romance
Christopher McQuarrie,Ving Rhames,Henry Cavill,Tom Cruise,Action Adventure,mission: impossible – fallout,Tom Cruise Henry Cavill Ving Rhames Christopher McQuarrie Action Adventure
Peter Rida Michail,Tara Strong,Khary Payton,Scott Menville,Animation Action Comedy Science Fiction,teen titans go! to the movies,Scott Menville Khary Payton Tara Strong Peter Rida Michail Animation Action Comedy Science Fiction
Tsui Hark,Chen Kuo-Fu (screenplay),Chang Chia-lu,Tsui Hark (director),Mystery Fantasy Adventure Action,detective dee: the four heavenly kings,Tsui Hark (director) Chang Chia-lu Chen Kuo-Fu (screenplay) Tsui Hark Mystery Fantasy Adventure Action
Elijah Bynum,Alex Roe,Maika Monroe,Timothée Chalamet,Drama Comedy,hot summer nights,Timothée Chalamet Maika Monroe Alex Roe Elijah Bynum Drama Comedy
Marc Turtletaub,David Denman,Irrfan Khan,Kelly Macdonald,Drama,puzzle,Kelly Macdonald Irrfan Khan David Denman Marc Turtletaub Drama
Marc Forster,Jim Cummings,Hayley Atwell,Ewan McGregor,Adventure Comedy Family Fantasy,christopher robin,Ewan McGregor Hayley Atwell Jim Cummings Marc Forster Adventure Comedy Family Fantasy
Jennifer Yuh Nelson,Harris Dickinson,Mandy Moore,Amandla Stenberg,Science Fiction Action Drama Romance Adventure Thriller,the darkest minds,Amandla Stenberg Mandy Moore Harris Dickinson Jennifer Yuh Nelson Science Fiction Action Drama Romance Adventure Thriller
Susanna Fogel,Justin Theroux,Kate McKinnon,Mila Kunis,Action Comedy,the spy who dumped me,Mila Kunis Kate McKinnon Justin Theroux Susanna Fogel Action Comedy
Desiree Akhavan,John Gallagher,Sasha Lane,Chloë Grace Moretz,Drama,the miseducation of cameron post,Chloë Grace Moretz Sasha Lane John Gallagher Desiree Akhavan Drama
Augustine Frizzell,Kyle Mooney,Camila Morrone,Maia Mitchell,Comedy,never goin' back,Maia Mitchell Camila Morrone Kyle Mooney Augustine Frizzell Comedy
Ken Marino,Vanessa Hudgens,Finn Wolfhard,Nina Dobrev,Comedy Romance Drama,dog days,Nina Dobrev Finn Wolfhard Vanessa Hudgens Ken Marino Comedy Romance Drama
Jon Turteltaub,Rainn Wilson,Li Bingbing,Jason Statham,Action Science Fiction Horror,the meg,Jason Statham Li Bingbing Rainn Wilson Jon Turteltaub Action Science Fiction Horror
Spike Lee,Laura Harrier,Adam Driver,John David Washington,Crime Drama History Comedy,blackkklansman,John David Washington Adam Driver Laura Harrier Spike Lee Crime Drama History Comedy
Sylvain White,Jaz Sinclair,Julia Goldani Telles,Joey King,Mystery Thriller Horror,slender man,Joey King Julia Goldani Telles Jaz Sinclair Sylvain White Mystery Thriller Horror
Jean-Stéphane Sauvaire,unknown,unknown,Joe Cole,Drama Action Crime,a prayer before dawn,Joe Cole unknown unknown Jean-Stéphane Sauvaire Drama Action Crime
Jon M. Chu,Gemma Chan,Henry Golding,Constance Wu,Comedy Drama Romance,crazy rich asians,Constance Wu Henry Golding Gemma Chan Jon M. Chu Comedy Drama Romance
Albert Hughes,Jens Hultén,Leonor Varela,Kodi Smit-McPhee,Adventure Drama,alpha,Kodi Smit-McPhee Leonor Varela Jens Hultén Albert Hughes Adventure Drama
Peter Berg,Lauren Cohan,John Malkovich,Mark Wahlberg,Action Thriller,mile 22,Mark Wahlberg John Malkovich Lauren Cohan Peter Berg Action Thriller
Björn Runge,Christian Slater,Jonathan Pryce,Glenn Close,Drama,the wife,Glenn Close Jonathan Pryce Christian Slater Björn Runge Drama
James Cox,Kevin Spacey,Taron Egerton,Ansel Elgort,Drama Thriller,billionaire boys club,Ansel Elgort Taron Egerton Kevin Spacey James Cox Drama Thriller
Jesse Peretz,unknown,Rose Byrne,Ethan Hawke,Comedy Drama Romance,"juliet, naked",Ethan Hawke Rose Byrne unknown Jesse Peretz Comedy Drama Romance
Rodrigo Cortés,Isabelle Fuhrman,Uma Thurman,AnnaSophia Robb,Thriller Drama Fantasy Horror,down a dark hall,AnnaSophia Robb Uma Thurman Isabelle Fuhrman Rodrigo Cortés Thriller Drama Fantasy Horror
Brian Henson,Joel McHale,Maya Rudolph,Melissa McCarthy,Action Comedy Crime,the happytime murders,Melissa McCarthy Maya Rudolph Joel McHale Brian Henson Action Comedy Crime
Aneesh Chaganty,unknown,Debra Messing,John Cho,Thriller Mystery Drama,searching,John Cho Debra Messing unknown Aneesh Chaganty Thriller Mystery Drama
Michael Noer,unknown,Rami Malek,Charlie Hunnam,Drama History Crime,papillon,Charlie Hunnam Rami Malek unknown Michael Noer Drama History Crime
Oliver Daly,Alex MacNicoll,Becky G,Alex Neustaedter,Science Fiction Action Adventure Family,a.x.l.,Alex Neustaedter Becky G Alex MacNicoll Oliver Daly Science Fiction Action Adventure Family
Chris Weitz,Lior Raz,Ben Kingsley,Oscar Isaac,Drama History Thriller,operation finale,Oscar Isaac Ben Kingsley Lior Raz Chris Weitz Drama History Thriller
"Jonathan Baker, Josh Baker",Zoë Kravitz,Jack Reynor,Myles Truitt,Science Fiction Action,kin,"Myles Truitt Jack Reynor Zoë Kravitz Jonathan Baker, Josh Baker Science Fiction Action"
Lenny Abrahamson,Will Poulter,Ruth Wilson,Domhnall Gleeson,Mystery Drama Horror History,the little stranger,Domhnall Gleeson Ruth Wilson Will Poulter Lenny Abrahamson Mystery Drama Horror History
Victor Levin,unknown,Keanu Reeves,Winona Ryder,Romance Comedy Drama,destination wedding,Winona Ryder Keanu Reeves unknown Victor Levin Romance Comedy Drama
Corin Hardy,Jonas Bloquet,Taissa Farmiga,Demián Bichir,Horror Mystery Thriller,the nun,Demián Bichir Taissa Farmiga Jonas Bloquet Corin Hardy Horror Mystery Thriller
Pierre Morel,Juan Pablo Raba,John Ortiz,Jennifer Garner,Action Thriller,peppermint,Jennifer Garner John Ortiz Juan Pablo Raba Pierre Morel Action Thriller
Shane Black,Jacob Tremblay,Trevante Rhodes,Boyd Holbrook,Science Fiction Action Thriller Adventure Horror Comedy,the predator,Boyd Holbrook Trevante Rhodes Jacob Tremblay Shane Black Science Fiction Action Thriller Adventure Horror Comedy
Yann Demange,Bel Powley,Richie Merritt,Matthew McConaughey,Crime Drama,white boy rick,Matthew McConaughey Richie Merritt Bel Powley Yann Demange Crime Drama
Paul Feig,Henry Golding,Blake Lively,Anna Kendrick,Crime Thriller,a simple favor,Anna Kendrick Blake Lively Henry Golding Paul Feig Crime Thriller
Richard Eyre,Fionn Whitehead,Stanley Tucci,Emma Thompson,Drama,the children act,Emma Thompson Stanley Tucci Fionn Whitehead Richard Eyre Drama
Craig William Macneill,Jay Huguley,Kristen Stewart,Chloë Sevigny,Crime Drama Thriller,lizzie,Chloë Sevigny Kristen Stewart Jay Huguley Craig William Macneill Crime Drama Thriller
Harold Cronk,Vanessa Bell Calloway,Merritt Patterson,Samuel Hunt,Drama,unbroken: path to redemption,Samuel Hunt Merritt Patterson Vanessa Bell Calloway Harold Cronk Drama
Stephen Cognetti,Joy Shatz,Jillian Geurts,Vasile Flutur,Horror,hell house llc ii: the abaddon hotel,Vasile Flutur Jillian Geurts Joy Shatz Stephen Cognetti Horror
Eli Roth,Owen Vaccaro,Cate Blanchett,Jack Black,Fantasy Family Comedy,the house with a clock in its walls,Jack Black Cate Blanchett Owen Vaccaro Eli Roth Fantasy Family Comedy
Dan Fogelman,Mandy Patinkin,Olivia Wilde,Oscar Isaac,Drama Romance,life itself,Oscar Isaac Olivia Wilde Mandy Patinkin Dan Fogelman Drama Romance
Jacques Audiard,Jake Gyllenhaal,Joaquin Phoenix,John C. Reilly,Western Drama Adventure,the sisters brothers,John C. Reilly Joaquin Phoenix Jake Gyllenhaal Jacques Audiard Western Drama Adventure
Sam Levinson,Hari Nef,Suki Waterhouse,Odessa Young,Thriller Comedy Horror,assassination nation,Odessa Young Suki Waterhouse Hari Nef Sam Levinson Thriller Comedy Horror
Wash Westmoreland,unknown,Dominic West,Keira Knightley,Drama History,colette,Keira Knightley Dominic West unknown Wash Westmoreland Drama History
Michael Moore,unknown,unknown,Michael Moore (director/screenplay),Documentary,fahrenheit 11/9,Michael Moore (director/screenplay) unknown unknown Michael Moore Documentary
Christian Carion,unknown,Melanie Laurent,Guillaume Canet,Crime Drama Thriller,my son,Guillaume Canet Melanie Laurent unknown Christian Carion Crime Drama Thriller
Lisa Dapolito,unknown,unknown,Lisa Dapolito (director); Gilda Radner,Documentary,"love, gilda",Lisa Dapolito (director); Gilda Radner unknown unknown Lisa Dapolito Documentary
Kenji Nagasaki,Clifford Chapin,Christopher R. Sabat,Justin Briner,Animation Action Adventure Fantasy,my hero academia: two heroes,Justin Briner Christopher R. Sabat Clifford Chapin Kenji Nagasaki Animation Action Adventure Fantasy
Karey Kirkpatrick,Zendaya,James Corden,Channing Tatum,Family Animation Adventure Fantasy,smallfoot,Channing Tatum James Corden Zendaya Karey Kirkpatrick Family Animation Adventure Fantasy
Malcolm D. Lee,Rob Riggle,Tiffany Haddish,Kevin Hart,Comedy,night school,Kevin Hart Tiffany Haddish Rob Riggle Malcolm D. Lee Comedy
David Lowery,Danny Glover,Casey Affleck,Robert Redford,Comedy Crime Drama,the old man & the gun,Robert Redford Casey Affleck Danny Glover David Lowery Comedy Crime Drama
Gregory Plotkin,Reign Edwards,Amy Forsyth,Bex Taylor-Klaus,Horror,hell fest,Bex Taylor-Klaus Amy Forsyth Reign Edwards Gregory Plotkin Horror
Ruben Fleischer,Riz Ahmed,Michelle Williams,Tom Hardy,Science Fiction Action,venom,Tom Hardy Michelle Williams Riz Ahmed Ruben Fleischer Science Fiction Action
Bradley Cooper,Sam Elliott,Lady Gaga,Bradley Cooper,Drama Romance Music,a star is born,Bradley Cooper Lady Gaga Sam Elliott Bradley Cooper Drama Romance Music
George Tillman Jr.,Russell Hornsby,Regina Hall,Amandla Stenberg,Crime Drama,the hate u give,Amandla Stenberg Regina Hall Russell Hornsby George Tillman Jr. Crime Drama
Rupert Everett,Colin Morgan,Colin Firth,Rupert Everett,Drama,the happy prince,Rupert Everett Colin Firth Colin Morgan Rupert Everett Drama
Damien Chazelle,Jason Clarke,Claire Foy,Ryan Gosling,History Drama,first man,Ryan Gosling Claire Foy Jason Clarke Damien Chazelle History Drama
Drew Goddard,Dakota Johnson,Cynthia Erivo,Jeff Bridges,Thriller Drama Mystery Crime,bad times at the el royale,Jeff Bridges Cynthia Erivo Dakota Johnson Drew Goddard Thriller Drama Mystery Crime
Ari Sandel,Jeremy Ray Taylor,Madison Iseman,Wendi McLendon-Covey,Adventure Comedy Fantasy Family Horror,goosebumps 2: haunted halloween,Wendi McLendon-Covey Madison Iseman Jeremy Ray Taylor Ari Sandel Adventure Comedy Fantasy Family Horror
Felix van Groeningen,Maura Tierney,Timothée Chalamet,Steve Carell,Drama,beautiful boy,Steve Carell Timothée Chalamet Maura Tierney Felix van Groeningen Drama
Ike Barinholtz,Nora Dunn,Tiffany Haddish,Ike Barinholtz,Comedy,the oath,Ike Barinholtz Tiffany Haddish Nora Dunn Ike Barinholtz Comedy
Nick Searcy,Sarah Jane Morris,Dean Cain,Nick Searcy (director); Earl Billings,Drama Crime,gosnell: the trial of america's biggest serial killer,Nick Searcy (director); Earl Billings Dean Cain Sarah Jane Morris Nick Searcy Drama Crime
"Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Gina Gershon, Marisa Tomei",Jeremy Allen White,Joey Power (directors/screenplay),Hannah Marks,Comedy Drama Romance,after everything,"Hannah Marks Joey Power (directors/screenplay) Jeremy Allen White Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Gina Gershon, Marisa Tomei Comedy Drama Romance"
David Gordon Green,Andi Matichak,Judy Greer,Jamie Lee Curtis,Animation Family Mystery Comedy Crime,halloween,Jamie Lee Curtis Judy Greer Andi Matichak David Gordon Green Animation Family Mystery Comedy Crime
Marielle Heller,unknown,Richard E. Grant,Melissa McCarthy,Drama Crime Comedy,can you ever forgive me?,Melissa McCarthy Richard E. Grant unknown Marielle Heller Drama Crime Comedy
Jonah Hill,Katherine Waterston,Lucas Hedges,Sunny Suljic,Drama Comedy,mid90s,Sunny Suljic Lucas Hedges Katherine Waterston Jonah Hill Drama Comedy
Paul Dano,Ed Oxenbould,Jake Gyllenhaal,Carey Mulligan,Drama,wildlife,Carey Mulligan Jake Gyllenhaal Ed Oxenbould Paul Dano Drama
Elizabeth Chomko,Robert Forster,Michael Shannon,Hilary Swank,Drama,what they had,Hilary Swank Michael Shannon Robert Forster Elizabeth Chomko Drama
Donovan Marsh,Common,Gary Oldman,Gerard Butler,Action Thriller,hunter killer,Gerard Butler Gary Oldman Common Donovan Marsh Action Thriller
David Kerr,Ben Miller,Olga Kurylenko,Rowan Atkinson,Action Adventure Comedy,johnny english strikes again,Rowan Atkinson Olga Kurylenko Ben Miller David Kerr Action Adventure Comedy
Luca Guadagnino,Mia Goth,Tilda Swinton,Dakota Johnson,Horror Thriller,suspiria,Dakota Johnson Tilda Swinton Mia Goth Luca Guadagnino Horror Thriller
David G. Evans,Jason George,Justin Bruening,Sarah Drew,Drama War,indivisible,Sarah Drew Justin Bruening Jason George David G. Evans Drama War
David McCracken,David McCracken,Jenni Melear,Mike C. Nelson,Action Drama Thriller,bullitt county,Mike C. Nelson Jenni Melear David McCracken David McCracken Action Drama Thriller
Bryan Singer,Gwilym Lee,Lucy Boynton,Rami Malek,Music Drama History,bohemian rhapsody,Rami Malek Lucy Boynton Gwilym Lee Bryan Singer Music Drama History
"Lasse Hallström, Joe Johnston",Eugenio Derbez,Mackenzie Foy,Keira Knightley,Fantasy Adventure Family,the nutcracker and the four realms,"Keira Knightley Mackenzie Foy Eugenio Derbez Lasse Hallström, Joe Johnston Fantasy Adventure Family"
Tyler Perry,Omari Hardwick,Tika Sumpter,Tiffany Haddish,Comedy Romance,nobody's fool,Tiffany Haddish Tika Sumpter Omari Hardwick Tyler Perry Comedy Romance
Joel Edgerton,Russell Crowe,Nicole Kidman,Lucas Hedges,Drama,boy erased,Lucas Hedges Nicole Kidman Russell Crowe Joel Edgerton Drama
Matthew Heineman,Stanley Tucci,Jamie Dornan,Rosamund Pike,War Drama,a private war,Rosamund Pike Jamie Dornan Stanley Tucci Matthew Heineman War Drama
Joseph Kahn,Rory Uphold,Jackie Long,Calum Worthy,Drama Comedy Music,bodied,Calum Worthy Jackie Long Rory Uphold Joseph Kahn Drama Comedy Music
Jason Reitman,J. K. Simmons,Vera Farmiga,Hugh Jackman,Drama History,the front runner,Hugh Jackman Vera Farmiga J. K. Simmons Jason Reitman Drama History
"Yarrow Cheney, Scott Mosier",Kenan Thompson,Rashida Jones,Benedict Cumberbatch,Animation Family Comedy Fantasy,the grinch,"Benedict Cumberbatch Rashida Jones Kenan Thompson Yarrow Cheney, Scott Mosier Animation Family Comedy Fantasy"
Fede Alvarez,Lakeith Stanfield,Sverrir Gudnason,Claire Foy,Action Crime Thriller Drama,the girl in the spider's web,Claire Foy Sverrir Gudnason Lakeith Stanfield Fede Alvarez Action Crime Thriller Drama
Julius Avery,Mathilde Ollivier,Wyatt Russell,Jovan Adepo,Horror War Science Fiction,overlord,Jovan Adepo Wyatt Russell Mathilde Ollivier Julius Avery Horror War Science Fiction
"Joel and Ethan Coen (directors/screenplay); Tim Blake Nelson, Zoe Kazan, Liam Neeson, Tom Waits",Liam Neeson,Zoe Kazan,Tim Blake Nelson,Comedy Drama Western Music,the ballad of buster scruggs,"Tim Blake Nelson Zoe Kazan Liam Neeson Joel and Ethan Coen (directors/screenplay); Tim Blake Nelson, Zoe Kazan, Liam Neeson, Tom Waits Comedy Drama Western Music"
Daniel Fabelo & Matt Hullum,Burnie Burns,Michael Jones,Gavin Free,Science Fiction Action Adventure Comedy,lazer team 2,Gavin Free Michael Jones Burnie Burns Daniel Fabelo & Matt Hullum Science Fiction Action Adventure Comedy
Josh Webber,Gary Leroi Gray,Jo Marie Payton,Josh Webber (director); Shaun Cairo (Screenplay),Drama Thriller,conundrum: secrets among friends,Josh Webber (director); Shaun Cairo (Screenplay) Jo Marie Payton Gary Leroi Gray Josh Webber Drama Thriller
David Yates,Dan Fogler,Katherine Waterston,Eddie Redmayne,Adventure Fantasy Drama,fantastic beasts: the crimes of grindelwald,Eddie Redmayne Katherine Waterston Dan Fogler David Yates Adventure Fantasy Drama
Steve McQueen,Elizabeth Debicki,Michelle Rodriguez,Viola Davis,Crime Thriller,widows,Viola Davis Michelle Rodriguez Elizabeth Debicki Steve McQueen Crime Thriller
Sean Anders,Isabela Moner,Rose Byrne,Mark Wahlberg,Comedy Drama,instant family,Mark Wahlberg Rose Byrne Isabela Moner Sean Anders Comedy Drama
"Rich Moore, Phil Johnston",Gal Gadot,Sarah Silverman,John C. Reilly,Family Animation Comedy Adventure,ralph breaks the internet,"John C. Reilly Sarah Silverman Gal Gadot Rich Moore, Phil Johnston Family Animation Comedy Adventure"
Steven Caple Jr.,Tessa Thompson,Sylvester Stallone,Michael B. Jordan,Drama,creed ii,Michael B. Jordan Sylvester Stallone Tessa Thompson Steven Caple Jr. Drama
Peter Farrelly,Linda Cardellini,Mahershala Ali,Viggo Mortensen,Drama Comedy Music,green book,Viggo Mortensen Mahershala Ali Linda Cardellini Peter Farrelly Drama Comedy Music
Otto Bathurst,Ben Mendelsohn,Jamie Foxx,Taron Egerton,Adventure Action Thriller,robin hood,Taron Egerton Jamie Foxx Ben Mendelsohn Otto Bathurst Adventure Action Thriller
Alfonso Cuarón,Fernando Grediaga,Marina de Tavira,Yalitza Aparicio,Drama,roma,Yalitza Aparicio Marina de Tavira Fernando Grediaga Alfonso Cuarón Drama
Yorgos Lanthimos,Rachel Weisz,Emma Stone,Olivia Colman,History Drama Comedy,the favourite,Olivia Colman Emma Stone Rachel Weisz Yorgos Lanthimos History Drama Comedy
Andy Serkis,Cate Blanchett,Christian Bale,Rohan Chand,Adventure Drama,mowgli: legend of the jungle,Rohan Chand Christian Bale Cate Blanchett Andy Serkis Adventure Drama
Diederik van Rooijen,Kirby Johnson,Grey Damon,Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell,Horror Drama,the possession of hannah grace,Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell Grey Damon Kirby Johnson Diederik van Rooijen Horror Drama
John McPhail,Marli Siu,Malcolm Cumming,Ella Hunt,Horror Comedy Fantasy,anna and the apocalypse,Ella Hunt Malcolm Cumming Marli Siu John McPhail Horror Comedy Fantasy
Nadine Labaki,Boluwatife Treasure Bankole,Yordanos Shiferaw,Zain Al Rafeea,Drama,capernaum,Zain Al Rafeea Yordanos Shiferaw Boluwatife Treasure Bankole Nadine Labaki Drama
Josie Rourke,Jack Lowden,Margot Robbie,Saoirse Ronan,Drama History,mary queen of scots,Saoirse Ronan Margot Robbie Jack Lowden Josie Rourke Drama History
Peter Hedges,Kathryn Newton,Julia Roberts,Lucas Hedges,Drama,ben is back,Lucas Hedges Julia Roberts Kathryn Newton Peter Hedges Drama
"Bob Persichetti, Peter Ramsey, Rodney Rothman",Hailee Steinfeld,Jake Johnson,Shameik Moore,Action Adventure Animation Science Fiction Comedy,spider-man: into the spider-verse,"Shameik Moore Jake Johnson Hailee Steinfeld Bob Persichetti, Peter Ramsey, Rodney Rothman Action Adventure Animation Science Fiction Comedy"
Christian Rivers,Robert Sheehan,Hera Hilmar,Hugo Weaving,Adventure Science Fiction,mortal engines,Hugo Weaving Hera Hilmar Robert Sheehan Christian Rivers Adventure Science Fiction
Clint Eastwood,Laurence Fishburne,Bradley Cooper,Clint Eastwood,Crime Drama Thriller,the mule,Clint Eastwood Bradley Cooper Laurence Fishburne Clint Eastwood Crime Drama Thriller
Barry Jenkins,Teyonah Parris,Stephan James,Kiki Layne,Romance Drama,if beale street could talk,Kiki Layne Stephan James Teyonah Parris Barry Jenkins Romance Drama
Rob Marshall,Ben Whishaw,Lin-Manuel Miranda,Emily Blunt,Fantasy Family Comedy,mary poppins returns,Emily Blunt Lin-Manuel Miranda Ben Whishaw Rob Marshall Fantasy Family Comedy
James Wan,Willem Dafoe,Amber Heard,Jason Momoa,Action Adventure Fantasy,aquaman,Jason Momoa Amber Heard Willem Dafoe James Wan Action Adventure Fantasy
Travis Knight,Jorge Lendeborg Jr.,John Cena,Hailee Steinfeld,Action Adventure Science Fiction,bumblebee,Hailee Steinfeld John Cena Jorge Lendeborg Jr. Travis Knight Action Adventure Science Fiction
Robert Zemeckis,Diane Kruger,Leslie Mann,Steve Carell,Drama Comedy Fantasy,welcome to marwen,Steve Carell Leslie Mann Diane Kruger Robert Zemeckis Drama Comedy Fantasy
Peter Segal,Vanessa Hudgens,Leah Remini,Jennifer Lopez,Romance Comedy,second act,Jennifer Lopez Leah Remini Vanessa Hudgens Peter Segal Romance Comedy
Paweł Pawlikowski,Agata Kulesza,Tomasz Kot,Joanna Kulig,Animation,cold war,Joanna Kulig Tomasz Kot Agata Kulesza Paweł Pawlikowski Animation
Etan Cohen,Rebecca Hall,John C. Reilly,Will Ferrell,Mystery Adventure Comedy Crime,holmes & watson,Will Ferrell John C. Reilly Rebecca Hall Etan Cohen Mystery Adventure Comedy Crime
Adam McKay,Steve Carell,Amy Adams,Christian Bale,Thriller Science Fiction Action Adventure,vice,Christian Bale Amy Adams Steve Carell Adam McKay Thriller Science Fiction Action Adventure
Mimi Leder,Justin Theroux,Armie Hammer,Felicity Jones,Drama History,on the basis of sex,Felicity Jones Armie Hammer Justin Theroux Mimi Leder Drama History
Karyn Kusama,Toby Kebbell,Sebastian Stan,Nicole Kidman,Thriller Crime Drama Action,destroyer,Nicole Kidman Sebastian Stan Toby Kebbell Karyn Kusama Thriller Crime Drama Action
David Slade,Asim Chaudhry,Will Poulter,Fionn Whitehead,Science Fiction Mystery Drama Thriller TV Movie,black mirror: bandersnatch,Fionn Whitehead Will Poulter Asim Chaudhry David Slade Science Fiction Mystery Drama Thriller TV Movie
Nicolas Pesce,John Cho,Demián Bichir,Andrea Riseborough,Horror Mystery Thriller,the grudge,Andrea Riseborough Demián Bichir John Cho Nicolas Pesce Horror Mystery Thriller
William Eubank,Jessica Henwick,Vincent Cassel,Kristen Stewart,Action Horror Science Fiction Thriller,underwater,Kristen Stewart Vincent Cassel Jessica Henwick William Eubank Action Horror Science Fiction Thriller
Miguel Arteta,Salma Hayek,Rose Byrne,Tiffany Haddish,Comedy,like a boss,Tiffany Haddish Rose Byrne Salma Hayek Miguel Arteta Comedy
Jon Avnet,Walton Goggins,Peter Dinklage,Richard Gere,Drama,three christs,Richard Gere Peter Dinklage Walton Goggins Jon Avnet Drama
Anthony Jerjen,Chandler Riggs,Margarita Levieva,Josh Hartnett,Drama Thriller Crime,inherit the viper,Josh Hartnett Margarita Levieva Chandler Riggs Anthony Jerjen Drama Thriller Crime
Andrew Desmond,Rutger Hauer,Simon Abkarian,Freya Tingley,Horror Thriller Mystery,the sonata,Freya Tingley Simon Abkarian Rutger Hauer Andrew Desmond Horror Thriller Mystery
Daniel Farrands,Taryn Manning,Nick Stahl,Mena Suvari,Thriller Drama Crime,the murder of nicole brown simpson,Mena Suvari Nick Stahl Taryn Manning Daniel Farrands Thriller Drama Crime
Adil El Arbi and Bilall Fallah,Vanessa Hudgens,Martin Lawrence,Will Smith,Thriller Action Crime,bad boys for life,Will Smith Martin Lawrence Vanessa Hudgens Adil El Arbi and Bilall Fallah Thriller Action Crime
Stephen Gaghan,Michael Sheen,Antonio Banderas,Robert Downey Jr.,Family Fantasy Adventure,dolittle,Robert Downey Jr. Antonio Banderas Michael Sheen Stephen Gaghan Family Fantasy Adventure
Tyler Perry,Bresha Webb,Phylicia Rashad,Crystal R. Fox,Drama Fantasy Thriller,a fall from grace,Crystal R. Fox Phylicia Rashad Bresha Webb Tyler Perry Drama Fantasy Thriller
Guy Ritchie,Henry Golding,Charlie Hunnam,Matthew McConaughey,Action Crime Comedy,the gentlemen,Matthew McConaughey Charlie Hunnam Henry Golding Guy Ritchie Action Crime Comedy
Floria Sigismondi,Brooklynn Prince,Finn Wolfhard,Mackenzie Davis,Horror Thriller,the turning,Mackenzie Davis Finn Wolfhard Brooklynn Prince Floria Sigismondi Horror Thriller
Todd Robinson,William Hurt,Christopher Plummer,Sebastian Stan,War Drama,the last full measure,Sebastian Stan Christopher Plummer William Hurt Todd Robinson War Drama
David Bruckner,Stacy Martin,Sarah Goldberg,Rebecca Hall,Horror Thriller,the night house,Rebecca Hall Sarah Goldberg Stacy Martin David Bruckner Horror Thriller
Will Forbes,Jamila Velazquez,Ludacris,Terry Crews,Drama Thriller,john henry,Terry Crews Ludacris Jamila Velazquez Will Forbes Drama Thriller
Reed Morano,Sterling K. Brown,Jude Law,Blake Lively,Action Thriller,the rhythm section,Blake Lively Jude Law Sterling K. Brown Reed Morano Action Thriller
Oz Perkins,Charles Babalola,Sammy Leakey,Sophia Lillis,Horror Fantasy Thriller,gretel & hansel,Sophia Lillis Sammy Leakey Charles Babalola Oz Perkins Horror Fantasy Thriller
Cathy Yan,Jurnee Smollett-Bell,Mary Elizabeth Winstead,Margot Robbie,Action Crime,birds of prey,Margot Robbie Mary Elizabeth Winstead Jurnee Smollett-Bell Cathy Yan Action Crime
"Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone",Lia McHugh,Jaeden Martell,Riley Keough,Drama Horror Thriller,the lodge,"Riley Keough Jaeden Martell Lia McHugh Veronika Franz, Severin Fiala (directors/screenplay); Sergio Casci (screenplay); Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone Drama Horror Thriller"
Tom McCarthy,Craig Robinson,Ophelia Lovibond,Winslow Fegley,Family Mystery Comedy Fantasy,timmy failure: mistakes were made,Winslow Fegley Ophelia Lovibond Craig Robinson Tom McCarthy Family Mystery Comedy Fantasy
Jeff Baena,John Paul Reynolds,Debby Ryan,Alison Brie,Drama,horse girl,Alison Brie Debby Ryan John Paul Reynolds Jeff Baena Drama
Michael Fimognari,Jordan Fisher,Noah Centineo,Lana Condor,Romance Comedy,to all the boys: p.s. i still love you,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy
Jeff Fowler,Tika Sumpter,Ben Schwartz,James Marsden,Action Science Fiction Comedy Family,sonic the hedgehog,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Science Fiction Comedy Family
Jeff Wadlow,Lucy Hale,Maggie Q,Michael Peña,Horror Fantasy Adventure Mystery,fantasy island,Michael Peña Maggie Q Lucy Hale Jeff Wadlow Horror Fantasy Adventure Mystery
Stella Meghie,Chelsea Peretti,Lakeith Stanfield,Issa Rae,Drama Romance,the photograph,Issa Rae Lakeith Stanfield Chelsea Peretti Stella Meghie Drama Romance
"Nat Faxon, Jim Rash",Miranda Otto,Will Ferrell,Julia Louis-Dreyfus,Drama Comedy,downhill,"Julia Louis-Dreyfus Will Ferrell Miranda Otto Nat Faxon, Jim Rash Drama Comedy"
Drew Mylrea,Natasha Bassett,Poppy Delevingne,Drew Van Acker,Action Adventure Comedy,spy intervention,Drew Van Acker Poppy Delevingne Natasha Bassett Drew Mylrea Action Adventure Comedy
