director_name,actor_3_name,actor_2_name,actor_1_name,genres,movie_title
Kate Connor,Brendan Fehr,Eric Stoltz,Johnny Pacar,Drama History War,fort mccoy
Deon Taylor,Noah Segan,Betsy Russell,Matt Cohen,Horror Thriller,chain letter
Jason Alexander,Peter Onorati,Patti LuPone,Gretchen Mol,Comedy Drama,just looking
Xavier Gens,Rosanna Arquette,Lauren German,Michael Biehn,Drama Sci-Fi Thriller,the divide
Conor McPherson,Jim Norton,Iben Hjejle,Aidan Quinn,Drama Horror Romance,the eclipse
Will Canon,Aaron Yoo,Scott Mechlowicz,Frank Grillo,Horror Thriller,demonic
Philip Zlotorynski,David Douglas,Darren Keefe Reiher,Neil Hopkins,Comedy,my big fat independent movie
Tim Burton,Anne Hathaway,Alan Rickman,Johnny Depp,Adventure Family Fantasy,alice in wonderland
Lance Kawas,Talia Shire,Michael Rapaport,Taylor Negron,Comedy,the deported
Francesca Gregorini,Chris Kattan,Amy Sedaris,Tom Everett Scott,Drama,tanner hall
Marcio Garcia,Emily Nelson,Kristi Clainos,John Savage,Action Drama Thriller,open road
David Wain,Jack McBrayer,Amy Poehler,Christopher Meloni,Comedy,they came together
Craig Moss,Olivia Alexander,Ashley Martin,French Stewart,Comedy,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo
Michael Jai White,Jillian Murray,Alex Meraz,Michael Jai White,Action Drama Sport,never back down 2: the beatdown
John Boorman,Carroll O'Connor,Angie Dickinson,Lee Marvin,Crime Thriller,point blank
Paolo Monico,Salvatore Santone,Sarah Rafferty,Stephanie Szostak,Comedy,four single fathers
Youssef Delara,Jason Priestley,David Bianchi,Noel Gugliemi,Thriller,enter the dangerous mind
Darin Scott,John Robinson,Shantel VanSanten,Julian Morris,Drama Horror Mystery Thriller,something wicked
Christian Sesma,Brett Wagner,Brooke Newton,Bokeem Woodbine,Thriller,awol-72
Monte Hellman,Fabio Testi,Jack Taylor,Everett McGill,Adventure Crime Drama,iguana
Kenneth Branagh,Lily James,Derek Jacobi,Hayley Atwell,Drama Family Fantasy Romance,cinderella
Brian Caunter,Frank Vincent,Stacy Keach,Mike Starr,Action Adventure Crime Drama,chicago overcoat
Chris D'Arienzo,Shea Whigham,Cybill Shepherd,Judy Greer,Comedy Drama Romance,barry munday
Walter Salles,Othon Bastos,Matheus Nachtergaele,Fernanda Montenegro,Drama,central station
Frank Capra,Thomas Mitchell,Glenn Ford,Ann-Margret,Comedy Drama,pocketful of miracles
Isaac Florentine,Scott Evans,Nick Chinlund,Anthony L. Fernandez,Action Crime,close range
Susan Seidelman,Brenda Vaccaro,Michael Nouri,Dyan Cannon,Comedy Romance,boynton beach club
Michael Polish,Mia Barron,Patrick Bauchau,Olivia Rose Keegan,Drama Horror Mystery Thriller,amnesiac
Heidi Ewing,Tempestt Bledsoe,James Ransone,Greg Crowe,Documentary,freakonomics
Richard Donner,Billie Whitelaw,Patrick Troughton,Lee Remick,Fantasy Horror Mystery,the omen
Alexandre Aja,Oana Pellea,Maïwenn,Cécile De France,Horror,high tension
Leon Ford,Kelly Paterniti,Patrick Brammall,Maeve Dermody,Comedy Drama Romance Sci-Fi,griff the invisible
Hank Braxtan,Allegra Carpenter,Gregory Cruz,Q'orianka Kilcher,Action Horror Thriller,unnatural
Craig Brewer,Elise Neal,Paula Jai Parker,Isaac Hayes,Crime Drama Music,hustle & flow
Billy Wilder,George Raft,Joe E. Brown,Nehemiah Persoff,Comedy Music Romance,some like it hot
John Carl Buechler,William Butler,Terry Kiser,Kane Hodder,Horror,friday the 13th part vii: the new blood
Victor Fleming,Billie Burke,Terry,Margaret Hamilton,Adventure Family Fantasy Musical,the wizard of oz
Mel Brooks,Teri Garr,Peter Boyle,Madeline Kahn,Comedy,young frankenstein
George A. Romero,Joe Dinicol,Shawn Roberts,Megan Park,Horror,diary of the dead
Rajkumar Hirani,Jimmy Shergill,Sanjay Dutt,Vidya Balan,Comedy Drama Romance,lage raho munna bhai
Victor Nunez,Vanessa Zima,Patricia Richardson,Peter Fonda,Drama,ulee's gold
Carroll Ballard,Hoyt Axton,Kelly Reno,Teri Garr,Adventure Family Sport,the black stallion
Rohit Jugraj,Diljit Dosanjh,Neeru Bajwa,Bhavkhandan Singh Rakhra,Romance,sardaar ji
Thorbjørn Christoffersen,Casper Christensen,Frank Hvam,Iben Hjejle,Action Adventure Animation Comedy Sci-Fi,journey to saturn
John Ford,Jack Warden,Cesar Romero,Lee Marvin,Adventure Comedy Romance,donovan's reef
Alex van Warmerdam,Henri Garcin,Ariane Schluter,Rijk de Gooyer,Comedy Drama,the dress
Victor Fleming,Irene Dunne,Esther Williams,Spencer Tracy,Drama Fantasy Romance War,a guy named joe
Mel Brooks,Harvey Korman,David Huddleston,Madeline Kahn,Comedy Western,blazing saddles
Joseph Zito,Kimberly Beck,Tom Everett,Judie Aronson,Horror Thriller,friday the 13th: the final chapter
Pawel Pawlikowski,Agata Kulesza,Agata Trzebuchowska,Joanna Kulig,Drama,ida
James Ivory,Simon Callow,Denholm Elliott,Rupert Graves,Drama Romance,maurice
Frank Sebastiano,Seymour Cassel,Laurie Metcalf,Joe Lo Truglio,Comedy Sport,beer league
Rand Ravich,Clea DuVall,Charlize Theron,Johnny Depp,Drama Sci-Fi Thriller,the astronaut's wife
Stacy Peralta,Laird John Hamilton,Gabrielle Reece,Gerry Lopez,Documentary History Sport,riding giants
Nacho Vigalondo,Bárbara Goenaga,Nacho Vigalondo,Karra Elejalde,Horror Mystery Sci-Fi Thriller,timecrimes
Hao Ning,Zheng Xu,Bo Huang,Jack Kao,Action Adventure Comedy,silver medallist
Tony Giglio,Beth Broderick,Nick Searcy,Brianna Brown,Horror Thriller,timber falls
Stanley Donen,Cyd Charisse,Debbie Reynolds,Rita Moreno,Comedy Musical Romance,singin' in the rain
Joe Cross,Amy Badberg,Joel Fuhrman,Joe Cross,Documentary,"fat, sick & nearly dead"
Michael Tiddes,J.B. Smoove,Alanna Ubach,Essence Atkins,Comedy Fantasy,a haunted house
Dinesh D'Souza,Dinesh D'Souza,Zackary Steven Graham,Barack Obama,Documentary,2016: obama's america
Rob Zombie,Margot Kidder,Tyler Mane,Scout Taylor-Compton,Horror,halloween ii
Tom Hanks,Ethan Embry,Charlize Theron,Tom Hanks,Comedy Drama Music,that thing you do!
Tommy Lee Wallace,Nancy Kyes,Dan O'Herlihy,Tom Atkins,Horror Mystery Sci-Fi,halloween iii: season of the witch
Don Taylor,Sal Mineo,M. Emmet Walsh,Roddy McDowall,Action Sci-Fi,escape from the planet of the apes
Martin Ritt,Whit Bissell,Melvyn Douglas,Patricia Neal,Drama,hud
Leslie Small,Dana Hanna,La'Princess Jackson,David Jason Perez,Comedy Documentary,kevin hart: let me explain
Gus Van Sant,Flea,Udo Kier,Keanu Reeves,Drama,my own private idaho
Zach Braff,Jill Flint,Michael Weston,Armando Riesco,Comedy Drama Romance,garden state
Richard Linklater,Dominik Castell,Hans Weingartner,Hanno Pöschl,Drama Romance,before sunrise
Éric Tessier,Jean Pierre Bergeron,Michel Côté,Patrick Huard,Action Drama Horror Thriller,sur le seuil
Alison Maclean,Mark Webber,Samantha Morton,Billy Crudup,Drama,jesus' son
Alice Wu,Jessica Hecht,Ato Essandoh,Joan Chen,Comedy Drama Romance,saving face
Sarah Gavron,Tannishtha Chatterjee,Christopher Simpson,Satish Kaushik,Drama,brick lane
Jake Schreier,Ana Gasteyer,Joshua Ormond,Frank Langella,Comedy Crime Drama Sci-Fi,robot & frank
Isabel Coixet,Amanda Plummer,Julian Richings,Sarah Polley,Drama Romance,my life without me
James Ponsoldt,Dayo Okeniyi,Jennifer Jason Leigh,Shailene Woodley,Comedy Drama Romance,the spectacular now
Randall Miller,Michael Bower,Elden Henson,William Hurt,Comedy Family Musical Romance Short,marilyn hotchkiss' ballroom dancing and charm school
Larry Charles,Steve Burg,Tal Bachman,Bill Maher,Comedy Documentary War,religulous
Joshua Tickell,George W. Bush,Sheryl Crow,Larry David,Documentary,fuel
Tim Boxell,Tom Bower,Diana Scarwid,Bruce McGill,Drama,valley of the heart's delight
Rawson Marshall Thurber,Joel David Moore,Stephen Root,Gary Cole,Comedy Sport,dodgeball: a true underdog story
Michael D. Sellers,George Harris,Carly Schroeder,Katharine Ross,Comedy Drama Family,eye of the dolphin
Reed Cowan,Gavin Newsom,Emily Pearson,Dustin Lance Black,Documentary,8: the mormon proposition
James Dodson,Shriya Saran,Anupam Kher,Larry Miller,Comedy Drama Romance,the other end of the line
Stefan Ruzowitzky,Sebastian Blomberg,Rüdiger Vogler,Benno Fürmann,Horror Thriller,anatomy
Alex Rivera,Tenoch Huerta,Jacob Vargas,Leonor Varela,Drama Romance Sci-Fi Thriller,sleep dealer
James Gunn,Paul T. Taylor,Rainn Wilson,Linda Cardellini,Comedy Crime Drama,super
John Murlowski,Lochlyn Munro,Piper Mackenzie Harris,Ashley Scott,Comedy Drama Family Romance,christmas mail
Benni Diez,David Masterson,Cecilia Pillado,Clifton Collins Jr.,Comedy Horror,stung
Danny Perez,Mark Webber,Emmanuel Kabongo,Natasha Lyonne,Horror,antibirth
Spike Lee,Andre Braugher,Harry Lennix,Bernie Mac,Drama History,get on the bus
Robby Henson,Justine Waddell,Max Ryan,Marc Blucas,Drama Horror Mystery Thriller,thr3e
Mike Judge,David Herman,Patrick Fischler,Anthony 'Citric' Campos,Adventure Comedy Sci-Fi,idiocracy
Zackary Adler,Kris Sommerville,Kevin Leslie,Simon Merrells,Crime Drama,the rise of the krays
Shane Meadows,Jack O'Connell,Joseph Gilgun,Stephen Graham,Crime Drama,this is england
Dominic Burns,Bianca Brigitte VanDamme,Sean Pertwee,Julian Glover,Comedy Sci-Fi,alien uprising
George Sidney,Red Skelton,Basil Rathbone,Esther Williams,Comedy Musical,bathing beauty
Carmen Marron,Rene Rosado,Aimee Garcia,Jossara Jinaro,Drama Musical,go for it!
Tim McCanlies,Alexandra Holden,Michael O'Neill,Ethan Embry,Comedy Drama Family,"dancer, texas pop. 81"
George Sidney,Howard Keel,Ava Gardner,Agnes Moorehead,Drama Family Musical Romance,show boat
Mario Van Peebles,Luke Perry,Cinda McCain,Tom Skerritt,Drama,redemption road
Jason Stone,Christopher Heyerdahl,Ellen Burstyn,Topher Grace,Thriller,the calling
Jerry Rees,Mindy Sterling,Phil Hartman,Jon Lovitz,Adventure Animation Comedy Family Fantasy Musical,the brave little toaster
James Algar,unknown,Deems Taylor,Leopold Stokowski,Animation Family Fantasy Music,fantasia
William Friedkin,Tony Lo Bianco,Fernando Rey,Roy Scheider,Action Crime Drama Thriller,the french connection
Jaco Booyens,Ivette Alvarez,Sebastian Aguilar,Nicole Smolen,Drama Thriller,8 days
Steve Miner,Catherine Parks,Dana Kimmell,Richard Brooker,Horror Thriller,friday the 13th part iii
Danny Steinmann,Dominick Brascia,Melanie Kinnaman,Tiffany Helm,Horror Mystery Thriller,friday the 13th: a new beginning
Michael Landon Jr.,A.J. Buckley,Louise Fletcher,Henry Thomas,Drama,the last sin eater
Jon Gunn,Madison Pettis,Delroy Lindo,Alexa PenaVega,Drama,do you believe?
Hayley Cloake,Linden Ashby,Kayla Ewell,Brian Austin Green,Thriller,impact point
Tay Garnett,Lionel Barrymore,Greer Garson,Jessica Tandy,Drama,the valley of decision
Shyam Madiraju,Brad Schmidt,Ethan Peck,Jessica Lowndes,Drama Thriller,eden
Harmage Singh Kalirai,Shobu Kapoor,Zohra Segal,Saeed Jaffrey,Comedy Drama Romance,chicken tikka masala
Rita Merson,Jason Ritter,James Wolk,Ryan Guzman,Comedy Music Romance,always woodstock
Jon Knautz,Stefanie Drummond,Daniel Kash,Rachel Skarsten,Action Comedy Horror,jack brooks: monster slayer
William Wyler,Dana Andrews,Teresa Wright,Myrna Loy,Drama Romance War,the best years of our lives
Larry Clark,Brad Renfro,Nick Stahl,Kelli Garner,Biography Crime Drama,bully
Petter Næss,Sven Nordin,Per Christian Ellefsen,Jørgen Langhelle,Comedy Drama,elling
Robert Fontaine,Brad Lee Wind,Arturo Castro,Michael Derek,Crime Drama,mi america
Jaume Balagueró,Carlos Lasarte,Pablo Rosso,Manuela Velasco,Horror,[rec]
Patricia Cardoso,Cheyenne Haynes,Martha Higareda,Rosie Perez,Drama,lies in plain sight
Dan Perri,Carmen Argenziano,David Proval,Travis Myers,Comedy Drama Mystery Romance Thriller,sharkskin
Neil Mcenery-West,Louise Brealey,Michael Chapman,Walter Hendrix III,Horror Sci-Fi Thriller,containment
Anthony O'Brien,Shaun O'Hagan,Maria Doyle Kennedy,James Ransone,Adventure Drama Western,the timber
Terence Young,Lois Maxwell,Daniela Bianchi,Robert Shaw,Action Adventure Thriller,from russia with love
Michael Herz,Lisa Gaye,Jessica Dublin,Phoebe Legere,Action Comedy Horror Sci-Fi,the toxic avenger part ii
,Crystal R. Fox,Alan Autry,Carroll O'Connor,Crime Drama Mystery,in the heat of the night            
Woody Allen,Mews Small,John Beck,Woody Allen,Comedy Sci-Fi,sleeper
David Robert Mitchell,Jake Weary,Ruby Harris,Maika Monroe,Horror Mystery,it follows
Woody Allen,Lynn Redgrave,John Carradine,Woody Allen,Comedy,everything you always wanted to know about sex * but were afraid to ask
Robert Mulligan,William Windom,Brock Peters,Robert Duvall,Crime Drama,to kill a mockingbird
George Miller,Kjell Nilsson,Bruce Spence,Vernon Wells,Action Adventure Sci-Fi Thriller,mad max 2: the road warrior
Chia-Liang Liu,Ho-Sung Pak,Anita Mui,Andy Lau,Action Comedy,the legend of drunken master
Stanley Kubrick,Lois Maxwell,Shelley Winters,James Mason,Crime Drama Romance,lolita
Kimberly Peirce,Jeannetta Arnette,Brendan Sexton III,Alicia Goranson,Biography Crime Drama Romance,boys don't cry
Chris Kentis,Adam Trese,Julia Taylor Ross,Eric Sheffer Stevens,Drama Horror Mystery Thriller,silent house
Florian Henckel von Donnersmarck,Martina Gedeck,Ulrich Mühe,Sebastian Koch,Drama Thriller,the lives of others
Alex Kendrick,T.C. Stallings,Alex Kendrick,Ben Davies,Drama,courageous
Robert Rossen,Murray Hamilton,Jackie Gleason,George C. Scott,Drama Sport,the hustler
Jack Conway,Claudette Colbert,Spencer Tracy,Hedy Lamarr,Adventure Drama Romance Western,boom town
Sylvain Chomet,Béatrice Bonifassi,Charles Linton,Michel Robin,Animation Comedy Drama,the triplets of belleville
Chris Eyre,Gary Farmer,Irene Bedard,Michael Greyeyes,Comedy Drama,smoke signals
Shari Springer Berman,Daniel Tay,James Urbaniak,Josh Hutcherson,Biography Comedy Drama,american splendor
Richard Linklater,Marie Pillet,Albert Delpy,Vernon Dobtcheff,Drama Romance,before sunset
Alejandro G. Iñárritu,Goya Toledo,Jorge Salinas,Adriana Barraza,Drama Thriller,amores perros
Catherine Hardwicke,Kip Pardue,Sarah Clarke,Holly Hunter,Drama,thirteen
Elia Kazan,John Garfield,Celeste Holm,Dean Stockwell,Drama Romance,gentleman's agreement
Debra Granik,Lauren Sweetser,Shelley Waggener,Jennifer Lawrence,Drama,winter's bone
Kevin Macdonald,Joe Simpson,Brendan Mackey,Nicholas Aaron,Adventure Documentary Drama Sport,touching the void
Henry King,John Carradine,Don Ameche,Tyrone Power,Drama Musical Romance,alexander's ragtime band
Miranda July,Miranda July,Brad William Henke,Najarra Townsend,Comedy Drama,me and you and everyone we know
Charles Ferguson,Barney Frank,George W. Bush,Matt Damon,Crime Documentary,inside job
Max Joseph,Jonny Weston,Emily Ratajkowski,Vanessa Lengies,Drama Music Romance,we are your friends
Jim Jarmusch,Richard Portnow,Gano Grills,Henry Silva,Action Crime Drama Thriller,ghost dog: the way of the samurai
David Ayer,Noel Gugliemi,Christian Bale,J.K. Simmons,Action Crime Drama Thriller,harsh times
Jerry Jameson,Sydelle Noel,Leonor Varela,David Oyelowo,Crime Drama Thriller,captive
Steven Soderbergh,Blair Underwood,Enrico Colantoni,Julia Roberts,Comedy Romance,full frontal
Kevin Tenney,Rose Marie,Tawny Kitaen,Kathleen Wilhoite,Horror Mystery Thriller,witchboard
,Maria Thayer,Amy Sedaris,Stephen Colbert,Comedy,strangers with candy            
Kenneth Branagh,Richard Briers,Brian Blessed,Julie Christie,Drama,hamlet
John Cameron Mitchell,Raphael Barker,Peter Stickles,Sook-Yin Lee,Comedy Drama Romance,shortbus
Ari Folman,Zahava Solomon,Ronny Dayag,Ari Folman,Animation Biography Documentary Drama History War,waltz with bashir
Gary Rogers,Bruce Newbold,Kirby Heyborne,Noah Danby,Adventure,"the book of mormon movie, volume 1: the journey"
Charles Ferguson,Donald Rumsfeld,Dick Cheney,Campbell Scott,Documentary War,no end in sight
Marielle Heller,Austin Lyon,David Fine,Alexander Skarsgård,Drama Romance,the diary of a teenage girl
,Debrah Farentino,Jon Tenney,Anne Hathaway,Comedy Drama Romance,get real            
David Sington,Neil Armstrong,Buzz Aldrin,John F. Kennedy,Documentary History,in the shadow of the moon
Kelly Reichardt,Shirley Henderson,Zoe Kazan,Bruce Greenwood,Drama Western,meek's cutoff
Fenton Bailey,Linda Lovelace,Bill Maher,Hugh M. Hefner,Biography Documentary History,inside deep throat
Bob Giraldi,Ajay Naidu,Manny Perez,Danny Aiello,Crime Drama Romance,dinner rush
Jill Sprecher,Jamie Kennedy,Bob Balaban,Alanna Ubach,Comedy Drama,clockwatchers
Huck Botko,Zack Pearlman,Krysta Rodriguez,Matt Bennett,Comedy,the virginity hit
Luc Besson,Jean-Hugues Anglade,Isabelle Adjani,Christopher Lambert,Comedy Drama Thriller,subway
David Duchovny,Frank Langella,Mark Margolis,Robin Williams,Comedy Drama,house of d
Mitchell Lichtenstein,John Hensley,Nathan Parsons,Jess Weixler,Comedy Fantasy Horror Thriller,teeth
Lance Mungia,Kim De Angelo,Stephane Gauger,Jeffrey Falcon,Action Adventure Comedy Drama Music Sci-Fi,six-string samurai
Kundan Shah,Shakti Kapoor,Bobby Deol,Karisma Kapoor,Action Comedy Romance Thriller,hum to mohabbat karega
Michael Dowse,Kate Magowan,Neil Maskell,Paul Kaye,Biography Comedy Drama Music,it's all gone pete tong
Hue Rhodes,Romany Malco,Steve Buscemi,Peter Dinklage,Comedy Drama,saint john of las vegas
Shane Meadows,Karl Collins,Annette Badland,Bob Hoskins,Comedy Drama Romance Sport,24 7: twenty four seven
Roland Emmerich,Matt Craven,Caleb Landry Jones,Jeremy Irvine,Drama,stonewall
,Salli Richardson-Whitfield,Colin Ferguson,Joe Morton,Comedy Drama Sci-Fi,eureka            
Jugal Hansraj,Javed Jaffrey,Sanjay Mishra,Saif Ali Khan,Animation Comedy Family Romance,roadside romeo
Danny Provenzano,Chuck Zito,Frank Vincent,Vincent Pastore,Crime Drama,this thing of ours
Bill Muir,Tiya Sircar,Jansen Panettiere,Alex Kendrick,Adventure Family Fantasy,the lost medallion: the adventures of billy stone
Richard LaGravenese,Charly Bivona,Jeremy Jordan,Anna Kendrick,Comedy Drama Musical Romance,the last five years
Noah Buschel,Paul Adelstein,Amy Ryan,Merritt Wever,Drama,the missing person
Brian Yuzna,Sarah Douglas,Kent McCord,Melinda Clarke,Horror Romance Sci-Fi,return of the living dead iii
Hunter Richards,Dane Cook,Chris Evans,Jason Statham,Drama Romance,london
Laurie Collyer,Michelle Hurst,Kate Burton,Brad William Henke,Drama,sherrybaby
Bruce McCulloch,Chris Penn,Megan Mullally,Martin Starr,Comedy Crime,stealing harvard
Aaron Hann,Kaiwi Lyman-Mersereau,Michael McLafferty,Jordi Vilasuso,Drama Horror Mystery Sci-Fi Thriller,circle
James Watkins,Lorraine Stanley,Jack O'Connell,Michael Fassbender,Horror Thriller,eden lake
Catherine Hardwicke,Marlene Forte,James Kyson,Frances Fisher,Thriller,plush
Phil Claydon,Silvia Colloca,James Corden,MyAnna Buring,Action Comedy Fantasy Horror,vampire killers
Ralph Ziman,Robert Hobbs,Kenneth Nkosi,Rapulana Seiphemo,Action Crime Drama,gangster's paradise: jerusalema
John Simpson,Ian McNeice,Lee Evans,Colin Salmon,Crime Drama Thriller,freeze frame
Colin Minihan,Ashleigh Gryzko,Sean Rogerson,Mackenzie Gray,Horror,grave encounters
Conor McMahon,Jemma Curran,Tommy Knight,Peter McQuinn,Comedy Horror,stitches
Chris Shadley,Marc Macaulay,William Lee Scott,Daniel Baldwin,Crime Drama Horror Mystery Thriller,nine dead
Simon Napier-Bell,Louis Walsh,Tim Rice,Alice Cooper,Documentary,"to be frank, sinatra at 100"
Woody Allen,Louise Lasser,Charlotte Rae,Woody Allen,Comedy,bananas
Simon Yin,Kathy Uyen,Linus Roache,Paul Sheehan,Thriller,supercapitalist
Jeff Crook,Ricardo Chavira,Mario Cimarro,Nicholas Gonzalez,Action Crime Drama Thriller,rockaway
,Amy Yasbeck,Tim Daly,Steven Weber,Comedy Drama,wings            
Orson Welles,Ted de Corsia,Everett Sloane,Rita Hayworth,Crime Drama Film-Noir Mystery Thriller,the lady from shanghai
Dave Payne,Robert Pine,Lew Temple,Mircea Monroe,Horror Thriller,no man's land: the rise of reeker
James Cox,Mark Rolston,M.C. Gainey,Jake Gyllenhaal,Crime Drama,highway
Jonas Åkerlund,Matt Lucas,Saffron Burrows,Noel Gugliemi,Comedy Crime Drama,small apartments
Brad Copeland,Glenn Howerton,Ben Schwartz,Sunil Narkar,Comedy,coffee town
Paul Bunnell,Paul Williams,Kevin McCarthy,Kate Maberly,Comedy Fantasy Musical Sci-Fi,the ghastly love of johnny x
Phil Morrison,Peter Hermann,Curtiss Cook,Sally Hawkins,Comedy Drama,all is bright
Harald Reinl,Karin Dor,Lex Barker,Christopher Lee,Horror Mystery,the torture chamber of dr. sadism
James Cox,Josh Meyers,Powers Boothe,Jon Mack,Comedy Drama,straight a's
Richard Lester,Phil Silvers,Zero Mostel,Buster Keaton,Comedy Musical,a funny thing happened on the way to the forum
Michael Moore,Steve Earle,Eddie Vedder,Michael Moore,Documentary,slacker uprising
Tanner Beard,Glenn Morshower,Kevin Alejandro,William McNamara,Action Adventure History Western,the legend of hell's gate: an american conspiracy
Scott Dow,Dave Sheridan,Wray Crawford,Trenton Rostedt,Comedy Horror,the walking deceased
Derick Martini,Tom Arnold,Bella Heathcote,Kevin Zegers,Drama Horror Mystery Thriller,the curse of downers grove
Jerry Dugan,James Chalke,Michael Aaron Milligan,Melissa Bolona,Thriller,shark lake
Tim Hunter,Ione Skye,Daniel Roebuck,Keanu Reeves,Crime Drama,river's edge
Michael Polish,Jon Gries,Anthony Edwards,Peter Coyote,Drama Fantasy,northfork
William Kaufman,David Lewis,Mike 'The Miz' Mizanin,Paul McGillion,Action Thriller,the marine 4: moving target
Rodrigo Cortés,Erik Palladino,Samantha Mathis,Ryan Reynolds,Drama Mystery Thriller,buried
Richard Ayoade,Sally Hawkins,Paddy Considine,Craig Roberts,Comedy Drama Romance,submarine
Jehane Noujaim,Aida Elkashef,Ahmed Hassan,Khalid Abdalla,Documentary Drama History News,the square
Pascal Arnold,Pierre Perrier,Lizzie Brocheré,Karl E. Landler,Drama,one to another
Kimberly Peirce,Portia Doubleday,Judy Greer,Chloë Grace Moretz,Drama Fantasy Horror,carrie
Remo,Prabhudheva,Remo,Lauren Gottlieb,Drama Musical,abcd (any body can dance)
Wes Craven,Amanda Wyss,Lin Shaye,Johnny Depp,Horror,a nightmare on elm street
James Marsh,Jean-Louis Blondeau,Philippe Petit,Paul McGill,Biography Crime Documentary History Thriller,man on wire
John Laing,Rachel Nash,Peter Feeney,Siobhan Marshall,Drama,abandoned
Jamal Hill,Faizon Love,Adam Ratcliffe,Logan Browning,Drama,brotherly love
Daniel Stamm,Patrick Fabian,Ashley Bell,Caleb Landry Jones,Drama Horror Thriller,the last exorcism
Sam Taylor-Johnson,Anne-Marie Duff,Ophelia Lovibond,Kristin Scott Thomas,Biography Drama Music,nowhere boy
Elia Kazan,Kim Hunter,Karl Malden,Marlon Brando,Drama,a streetcar named desire
Stanley Kubrick,Keenan Wynn,Slim Pickens,George C. Scott,Comedy,dr. strangelove or: how i learned to stop worrying and love the bomb
Carlos Carrera,Pedro Armendáriz Jr.,Ana Claudia Talancón,Damián Alcázar,Drama Romance,el crimen del padre amaro
Benh Zeitlin,Dwight Henry,Gina Montana,Quvenzhané Wallis,Drama Fantasy,beasts of the southern wild
J. Lee Thompson,Claude Akins,Paul Williams,Roddy McDowall,Action Sci-Fi,battle for the planet of the apes
Maggie Greenwald,Jane Adams,David Patrick Kelly,Aidan Quinn,Drama Music,songcatcher
Vera Farmiga,Michael Chernus,Bill Irwin,Donna Murphy,Drama,higher ground
Vijay Chandar,Brahmanandam,T.R. Silambarasan,Hansika Motwani,Comedy Romance,vaalu
Morgan Spurlock,Donald Trump,J.J. Abrams,Quentin Tarantino,Comedy Documentary,the greatest movie ever sold
Jonathan Wacks,Jon Gries,Gary Farmer,Steve Buscemi,Comedy Horror,ed and his dead mother
Khyentse Norbu,Sonam Kinga,Lhakpa Dorji,Tshewang Dendup,Adventure Drama,travelers and magicians
Ted Post,Alan Hale Jr.,Bruce Dern,Clint Eastwood,Western,hang 'em high
Richard Brooks,Kim Hunter,Jim Backus,Humphrey Bogart,Crime Drama Film-Noir,deadline - u.s.a.
Tony Krantz,Cas Anvar,Tom Cavanagh,George Newbern,Horror Thriller,sublime
Mitchell Altieri,Bree Williamson,Luke Edwards,Kimberley Crossman,Comedy Horror Thriller,a beginner's guide to snuff
W.D. Hogan,Nicholas Carella,Keenan Tracey,Tom Everett Scott,Action Sci-Fi,independence daysaster
Corey Grant,Tatyana Ali,Essence Atkins,Christian Keyes,Comedy Drama,dysfunctional friends
Tom Tykwer,Armin Rohde,Ludger Pistor,Moritz Bleibtreu,Crime Drama,run lola run
Lucky McKee,Nora Zehetner,Will Estes,James Duval,Drama Horror,may
Richard Boddington,Erin Pitt,CJ Adams,Natasha Henstridge,Adventure Family,against the wild
David Hunt,Circus-Szalewski,Chris Cleveland,Matthew Alan,Horror,living dark: the story of ted the caver
Patricia Riggen,Kate del Castillo,Eugenio Derbez,America Ferrera,Adventure Drama,under the same moon
J. Lee Thompson,John Randolph,Gordon Jump,Roddy McDowall,Action Sci-Fi,conquest of the planet of the apes
Todd Field,Karen Allen,Sissy Spacek,Tom Wilkinson,Crime Drama,in the bedroom
Steven R. Monroe,Daniel Franzese,Chad Lindberg,Sarah Butler,Horror Thriller,i spit on your grave
Mark Illsley,Jeremy Northam,Illeana Douglas,Ally Walker,Comedy Crime Romance,"happy, texas"
Pawel Pawlikowski,Dean Andrews,Natalie Press,Paddy Considine,Drama Romance,my summer of love
Ritesh Batra,Lillete Dubey,Nimrat Kaur,Nawazuddin Siddiqui,Drama Romance,the lunchbox
Sally Potter,Stephanie Leonidas,Joan Allen,Shirley Henderson,Drama Romance,yes
Frank Capra,Lionel Barrymore,Ann Miller,Jean Arthur,Comedy Drama Romance,you can't take it with you
Fred Zinnemann,Deborah Kerr,Donna Reed,Montgomery Clift,Drama Romance War,from here to eternity
John Ford,Victor McLaglen,Ben Johnson,Harry Carey Jr.,Western,she wore a yellow ribbon
Brad J. Silverman,Anthony Reynolds,Michael Welch,Shawnee Smith,Drama Music,grace unplugged
Dave Meyers,Marla Gibbs,Clifton Powell,Eddie Griffin,Comedy Drama,foolish
David M. Matthews,Tempestt Bledsoe,Lamman Rucker,Essence Atkins,Crime Drama Thriller,n-secure
Nadine Labaki,Nadine Labaki,Adel Karam,Yasmine Al Massri,Comedy Drama Romance,caramel
Lluís Quílez,Alejandro Furth,Pixie Davies,Stephen Rea,Horror Thriller,out of the dark
Eytan Fox,Yousef 'Joe' Sweid,Lior Ashkenazi,Ohad Knoller,Comedy Drama Romance,the bubble
Francis Ford Coppola,Cindy Williams,Teri Garr,Harrison Ford,Drama Mystery Thriller,the conversation
